RAYMUNDO	722	1254	32.8%	12815	2203
KABIR	722	1254	70.2%	23167	1028
ARAI	722	1254	75.9%	24615	951
MACARAEG	722	1254	90.4%	28194	799
BHARGAVA	722	1254	92.7%	28751	779
LAWRENCE	721	1260	0.6%	219	124,321
AKBAR	721	1260	38.2%	14495	1886
LEON	720	1262	1.2%	483	62,034
THI	720	1262	90.6%	28298	795
TAKATA	719	1264	78.2%	25304	919
CHHAY	719	1264	92.1%	28700	781
KRISHNAMURTHY	719	1264	96.1%	29696	748
FIGUEROA	718	1267	1.0%	398	72,533
BASA	718	1267	65.6%	22053	1095
KHO	718	1267	91.3%	28548	786
RONQUILLO	717	1270	19.9%	8426	3602
MIYAKE	717	1270	80.4%	25885	892
MING	715	1272	16.1%	6968	4,434
YANO	713	1273	69.1%	23104	1032
HAYES	712	1274	0.4%	117	187,473
DAY	712	1274	0.7%	271	101,676
ABDULLAH	712	1274	12.2%	5460	5859
MEMON	712	1274	79.7%	25865	893
CHUM	712	1274	84.9%	27128	839
NIU	710	1279	91.5%	28856	776
LOZANO	707	1280	1.7%	734	42,567
NGUYENTHI	707	1280	96.1%	30061	736
SIMMONS	706	1282	0.4%	103	201,650
JENKINS	705	1283	0.3%	95	213,737
RAMESH	703	1284	88.8%	28375	792
SUMIDA	702	1285	81.3%	26538	864
DELGADO	701	1286	0.7%	282	98,675
AGUIRRE	701	1286	1.2%	508	58,918
VIERNES	701	1286	72.2%	24200	971
ADACHI	700	1289	84.0%	27289	833
APOSTOL	699	1290	59.3%	20831	1178
VISWANATHAN	699	1290	93.4%	29696	748
MEN	698	1292	77.9%	25805	896
ILAGAN	698	1292	88.9%	28584	785
GORDON	697	1294	0.4%	151	154,934
HAGUE	697	1294	12.3%	5607	5,676
YO	697	1294	87.1%	28166	800
SIMPSON	696	1297	0.4%	145	158,241
AZAM	696	1297	74.8%	25041	930
SALCEDO	695	1299	5.1%	2440	13593
MANI	695	1299	51.1%	18682	1359
HEE	694	1301	57.8%	20543	1200
HIRAI	694	1301	83.1%	27235	835
PONG	692	1303	81.7%	26946	847
PACHECO	691	1304	1.2%	512	58,534
MATSUNAGA	691	1304	85.6%	27970	807
SOONG	691	1304	86.4%	28166	800
ACHARYA	690	1307	91.5%	29516	754
COLEMAN	688	1308	0.3%	102	208,624
HOQUE	688	1308	78.5%	26239	876
SAKATA	688	1308	81.3%	26968	846
ATWAL	688	1308	88.2%	28730	780
HIGUCHI	686	1312	84.4%	27821	813
MIZUNO	686	1312	87.1%	28489	788
PIMENTEL	685	1314	4.2%	2031	16,358
NITTA	685	1314	67.7%	23428	1012
SIDDIQUE	685	1314	81.8%	27176	837
LIAN	684	1317	56.6%	20427	1209
ANDO	684	1317	61.1%	21694	1119
PONCE	683	1319	1.9%	895	35,400
AGBAYANI	683	1319	83.0%	27562	823
JENG	682	1321	85.4%	28194	799
CONSTANTINO	681	1322	14.7%	6716	4,634
SURI	679	1323	64.8%	22821	1048
JAVED	679	1323	72.7%	24969	934
KRISHNA	679	1323	83.7%	27877	811
NAKAJIMA	679	1323	90.2%	29543	753
NGAN	679	1323	94.8%	30716	716
THAKUR	678	1328	87.1%	28790	778
ZHUANG	678	1328	98.3%	31658	690
PALMER	677	1330	0.5%	158	150,407
CHOKSHI	677	1330	92.1%	30091	735
RUBIO	676	1332	1.9%	866	36,531
LEO	675	1333	8.8%	4296	7,638
TARIQ	675	1333	76.3%	26035	885
PANDIT	675	1333	92.0%	30120	734
IBRAHIM	674	1336	7.8%	3785	8,590
BONDOC	674	1336	80.0%	27028	843
UEDA	674	1336	86.0%	28617	784
MATSUO	674	1336	86.3%	28700	781
NAKANISHI	673	1340	81.5%	27475	826
PEI	673	1340	93.0%	30443	724
DEY	672	1342	18.7%	8441	3,596
MINA	672	1342	27.7%	11844	2422
KAWAHARA	672	1342	85.7%	28617	784
SCHMIDT	670	1345	0.5%	171	145,565
JOHNSTON	670	1345	0.5%	207	128,935
GROVER	670	1345	4.0%	2010	16,551
TIWARI	669	1348	74.4%	25735	899
MARUYAMA	669	1348	82.5%	27877	811
JEE	669	1348	82.9%	27970	807
IWATA	668	1351	82.1%	27802	814
SULTAN	667	1352	28.1%	12070	2,372
OK	667	1352	78.5%	26876	850
RICHARDS	666	1354	0.5%	215	125,653
LARSON	666	1354	0.6%	224	121,064
IBARRA	666	1354	1.4%	662	46,895
GIBSON	664	1357	0.4%	119	184,420
WAGNER	664	1357	0.4%	152	154,516
VANN	664	1357	4.5%	2280	14,602
NAGAI	664	1357	85.3%	28790	778
BENJAMIN	663	1361	1.8%	868	36,439
HERR	663	1361	5.3%	2663	12,466
SAY	662	1363	31.0%	13112	2,138
TIN	662	1363	86.1%	29040	769
FORD	660	1365	0.4%	124	178,397
JAFRI	660	1365	82.1%	28049	804
PORTER	659	1367	0.4%	148	156,848
BERNABE	659	1367	21.2%	9614	3103
ARSHAD	659	1367	74.2%	25969	888
XING	659	1367	94.4%	31389	698
AVILA	657	1371	0.9%	421	69,843
JULIAN	657	1371	4.5%	2277	14,625
NAIDU	657	1371	76.2%	26587	862
SHIU	657	1371	92.3%	30868	712
RIAZ	656	1375	74.3%	26078	883
HSIUNG	655	1376	95.1%	31704	689
LEM	654	1377	61.9%	22706	1056
MASON	653	1378	0.4%	149	155,484
ARAGON	653	1378	3.2%	1588	20,723
PAULINO	653	1378	8.3%	4192	7,840
FUJIOKA	653	1378	85.9%	29325	760
JENSEN	652	1382	0.6%	244	112,332
SUK	652	1382	66.7%	24061	978
CAYABYAB	652	1382	87.2%	29696	748
RAMAKRISHNAN	652	1382	95.6%	31958	682
YABUT	650	1386	94.1%	31621	691
CARLSON	649	1387	0.5%	225	120,124
GRIFFIN	648	1388	0.3%	114	190,636
DEVI	648	1388	81.1%	28194	799
KELLEY	647	1390	0.5%	184	137,555
CABRAL	647	1390	3.3%	1696	19,384
SALIM	647	1390	32.7%	13989	1979
SUNDARAM	647	1390	90.6%	30791	714
LANE	644	1394	0.5%	209	128,727
BERNAL	644	1394	2.2%	1089	29,418
KAUL	644	1394	24.1%	10933	2,671
BHAVSAR	644	1394	93.3%	31658	690
SHARIF	643	1398	25.9%	11595	2484
KHAWAJA	643	1398	64.8%	23796	992
PAZ	642	1400	3.6%	1858	17,776
NAKAHARA	642	1400	86.1%	29758	746
OKA	640	1402	72.4%	26056	884
LARA	639	1403	1.1%	501	59,731
BASILIO	639	1403	33.2%	14283	1924
BACCAM	639	1403	90.5%	31085	706
YAGI	638	1406	75.8%	27049	842
AHSAN	638	1406	84.4%	29447	756
SHANG	638	1406	88.5%	30552	721
BHATNAGAR	638	1406	90.9%	31235	702
LOBO	637	1410	19.2%	9039	3325
SENGUPTA	637	1410	88.5%	30582	720
TSOU	637	1410	90.7%	31235	702
PRABHU	637	1410	92.6%	31738	688
CHAKRABORTY	637	1410	93.7%	32026	680
WARREN	636	1415	0.4%	166	147,906
OTSUKA	634	1416	81.2%	28700	781
KOYAMA	634	1416	81.3%	28730	780
SABADO	633	1418	61.8%	23221	1025
KAZMI	633	1418	77.6%	27744	816
CRAWFORD	632	1420	0.4%	146	158,121
SAR	632	1420	72.1%	26215	877
XIANG	632	1420	98.4%	33528	642
WELLS	631	1423	0.4%	131	170,635
BLACK	631	1423	0.4%	160	150,186
FELIPE	631	1423	15.9%	7740	3958
TSUJI	631	1423	86.6%	30292	729
TY	630	1427	84.3%	29728	747
SIT	630	1427	89.5%	31167	704
OTANI	629	1429	77.2%	27771	815
TOKUNAGA	629	1429	82.7%	29296	761
TSOI	627	1431	90.0%	31426	697
FERGUSON	626	1432	0.4%	173	142,256
CHIM	626	1432	80.1%	28674	782
LALANI	626	1432	83.7%	29696	748
SURESH	626	1432	92.3%	32094	678
DER	625	1436	69.1%	25610	905
BHALLA	625	1436	83.8%	29758	746
PINTO	624	1438	3.6%	1883	17,488
BIBI	623	1439	65.2%	24529	955
JOHAL	623	1439	84.8%	30091	735
TIU	623	1439	85.5%	30292	729
HANSON	622	1442	0.6%	251	109,079
LATIF	622	1442	45.5%	18594	1367
BEDI	622	1442	70.5%	26104	882
MAYEDA	622	1442	75.7%	27595	822
WEBB	621	1446	0.4%	137	163,481
ROJAS	621	1446	0.8%	393	73,071
YADAO	621	1446	71.5%	26446	868
NAZARENO	621	1446	91.2%	31986	681
SEHGAL	619	1450	84.1%	30061	736
SOU	619	1450	84.6%	30199	732
HUNTER	618	1452	0.4%	153	154,410
CABALLERO	618	1452	3.0%	1620	20,270
GOPAL	618	1452	85.1%	30383	726
BERMUDEZ	617	1455	3.2%	1689	19,451
YAMANAKA	617	1455	84.2%	30161	733
BRAHMBHATT	617	1455	91.0%	32094	678
ROBERTSON	616	1458	0.4%	159	150,299
LATU	616	1458	79.2%	28790	778
TERUYA	616	1458	88.6%	31492	695
BENITEZ	615	1461	1.8%	957	33,441
MUHAMMAD	615	1461	4.4%	2379	13972
HOY	615	1461	6.5%	3437	9,522
JAMIL	614	1464	49.6%	20041	1238
PU	614	1464	80.8%	29325	760
SEKHON	614	1464	86.5%	30929	710
PUNZALAN	614	1464	88.6%	31563	693
BOYD	613	1468	0.4%	164	149,476
ALEJANDRO	613	1468	10.5%	5468	5847
MATTHEWS	612	1470	0.5%	217	124,839
OBRIEN	612	1470	0.5%	234	115,385
BASHIR	612	1470	37.6%	16283	1629
DANIELS	611	1473	0.4%	180	138,776
ARMSTRONG	611	1473	0.5%	204	129,982
DIONISIO	611	1473	39.2%	16838	1560
VI	611	1473	82.6%	29932	740
CHOUDHARY	611	1473	85.0%	30614	719
SAYAVONG	611	1473	91.9%	32567	665
GARDNER	610	1479	0.4%	182	138,660
NASIR	610	1479	48.6%	19840	1254
HART	609	1481	0.5%	196	132,466
FATIMA	609	1481	80.3%	29390	758
HORI	608	1483	81.3%	29696	748
KALRA	608	1483	87.4%	31464	696
BI	608	1483	88.1%	31658	690
DIXIT	608	1483	91.6%	32609	664
QUIJANO	607	1487	16.5%	8260	3689
TAILOR	607	1487	65.8%	25221	922
SHENOY	607	1487	92.0%	32782	660
CHIEM	607	1487	96.2%	34038	631
DIAS	606	1491	4.4%	2398	13,847
MURAOKA	606	1491	80.2%	29447	756
ARCE	605	1493	4.1%	2249	14,855
NODA	605	1493	48.2%	19828	1255
KAWAI	605	1493	85.1%	30900	711
SALINAS	604	1496	1.0%	490	61,582
HILARIO	604	1496	24.1%	11500	2511
TOOR	604	1496	67.8%	25908	891
TAKAGI	604	1496	80.5%	29625	750
CHAHAL	604	1496	83.0%	30324	728
OLIVER	603	1501	0.5%	248	111,641
TEE	603	1501	43.7%	18461	1381
NIE	603	1501	62.7%	24406	961
NAKAMA	603	1501	84.2%	30716	716
THAKER	603	1501	87.8%	31774	687
YUM	603	1501	94.5%	33690	638
FREEMAN	602	1507	0.4%	140	162,686
TEO	602	1507	68.3%	26125	881
BORROMEO	602	1507	72.1%	27235	835
KHURANA	602	1507	90.1%	32460	668
AFZAL	601	1511	65.2%	25221	922
MENESES	600	1512	10.5%	5593	5695
OKUBO	600	1512	85.2%	31167	704
GOROSPE	599	1514	72.3%	27413	828
SHROFF	597	1515	76.1%	28617	784
LIEW	597	1515	93.9%	33782	636
ZHAN	597	1515	96.9%	34711	616
RANI	596	1518	84.9%	31235	702
LABRADOR	595	1519	37.3%	16554	1597
BAL	595	1519	44.9%	19018	1325
NEPOMUCENO	595	1519	65.7%	25591	906
IMAMURA	595	1519	82.3%	30483	723
NOGUCHI	595	1519	85.1%	31339	699
RHO	595	1519	89.3%	32529	666
THANG	595	1519	92.5%	33471	643
ISAAC	594	1526	3.6%	2039	16,312
DACANAY	594	1526	76.3%	28751	779
OSHIMA	593	1528	85.1%	31426	697
MILLS	592	1529	0.4%	165	147,909
CUEVAS	592	1529	1.8%	993	32,015
DASGUPTA	592	1529	87.6%	32161	676
SAEPHANH	592	1529	93.4%	33876	634
WOODS	591	1533	0.4%	133	168,814
PAREDES	591	1533	3.2%	1758	18,689
ARIF	591	1533	68.6%	26587	862
CHAUDHARI	591	1533	93.4%	33933	633
MORRISON	590	1537	0.5%	231	117,939
LAMA	590	1537	33.5%	15299	1763
ROSETE	590	1537	44.1%	18875	1339
TEA	590	1537	60.0%	23968	983
NAKAO	590	1537	82.6%	30791	714
RAGHAVAN	590	1537	93.9%	34150	628
CARDENAS	589	1543	1.0%	529	56,618
BALA	589	1543	37.6%	16769	1568
GASPAR	588	1545	7.7%	4327	7,601
PING	588	1545	19.6%	9922	3,001
LALL	588	1545	46.4%	19695	1266
DEOCAMPO	588	1545	77.0%	29210	764
KAWANO	588	1545	82.5%	30831	713
PETER	587	1550	6.8%	3758	8,662
OM	587	1550	85.3%	31738	688
RICE	586	1552	0.4%	169	146,440
ARNOLD	586	1552	0.4%	187	136,315
BARRERA	586	1552	1.3%	713	43,720
OKUMURA	586	1552	83.6%	31271	701
MEDRANO	585	1556	2.0%	1091	29,386
SHON	585	1556	73.2%	28194	799
OZAKI	585	1556	80.1%	30264	730
GOSWAMI	585	1556	93.0%	34114	629
HOFFMAN	584	1560	0.4%	195	132,645
TAHIR	584	1560	53.5%	22116	1091
NONG	584	1560	92.0%	33830	635
SANGHA	583	1563	88.9%	32939	656
NICHOLS	582	1564	0.4%	174	141,936
DESOUZA	582	1564	13.2%	7003	4,413
DEA	582	1564	49.9%	20995	1167
ANDAYA	582	1564	69.6%	27207	836
VALERA	581	1568	20.1%	10226	2893
SANNICOLAS	581	1568	58.6%	23796	992
NGU	581	1568	90.5%	33528	642
VEA	580	1571	68.4%	26924	848
HEM	580	1571	70.3%	27496	825
THAMMAVONGSA	580	1571	87.9%	32782	660
KHATOON	580	1571	89.0%	33090	652
RAMANATHAN	580	1571	95.6%	35153	607
BHASIN	579	1576	85.9%	32227	674
BALASUBRAMANIAN	579	1576	95.5%	35187	606
DIXON	578	1578	0.4%	156	152,015
WILLIS	578	1578	0.5%	216	125,627
KATAYAMA	578	1578	86.0%	32302	672
MYINT	578	1578	87.2%	32652	663
TAIRA	577	1582	79.3%	30324	728
MIYAZAKI	577	1582	87.3%	32743	661
CARROLL	576	1584	0.4%	201	131,020
MAYO	576	1584	1.7%	965	33,126
EM	576	1584	77.8%	29932	740
BACANI	576	1584	81.7%	31126	705
CHHABRA	576	1584	88.8%	33206	649
CONTRERAS	574	1589	0.6%	299	92,660
ANTHONY	574	1589	1.1%	580	52,146
HY	574	1589	76.5%	29625	750
MORIKAWA	574	1589	81.1%	31014	708
SINGHAL	574	1589	87.1%	32823	659
TEP	574	1589	88.7%	33292	647
WIDJAJA	574	1589	94.7%	35187	606
KURUVILLA	574	1589	94.7%	35187	606
PO	573	1597	75.6%	29390	758
SAWHNEY	573	1597	87.2%	32900	657
CARPENTER	572	1599	0.5%	211	127,073
BURKE	572	1599	0.5%	229	119,175
MUSTAFA	572	1599	14.4%	7724	3,970
MIYASATO	572	1599	77.0%	29840	743
JHAVERI	572	1599	91.2%	34210	627
BAN	571	1604	36.9%	16960	1546
RAMASWAMY	571	1604	92.2%	34599	619
VEGA	570	1606	0.6%	318	87,728
RAVI	570	1606	91.5%	34399	623
BALUYOT	570	1606	92.4%	34673	617
BERRY	569	1609	0.4%	205	129,405
SAKURAI	569	1609	87.7%	33206	649
HICKS	568	1611	0.4%	155	153,618
CHINEN	568	1611	82.0%	31563	693
AUSTIN	566	1613	0.5%	241	113,160
SREY	566	1613	86.0%	32856	658
AUNG	566	1613	90.4%	34259	626
MANG	565	1616	28.9%	14108	1,957
NISHI	565	1616	80.7%	31301	700
YOKOTA	565	1616	85.7%	32823	659
BUSTAMANTE	564	1619	3.1%	1794	18,363
DASS	564	1619	52.4%	22322	1077
AGCAOILI	564	1619	81.7%	31658	690
KAHLON	564	1619	89.7%	34114	629
TRIPATHI	563	1623	90.8%	34554	620
ALVARADO	562	1624	0.6%	294	93,723
MIR	562	1624	39.5%	18077	1422
KITAGAWA	562	1624	81.4%	31658	690
JOY	561	1627	4.4%	2607	12,741
MAHMUD	561	1627	54.7%	23221	1025
MOJICA	560	1629	5.2%	3077	10803
VILLAREAL	560	1629	6.5%	3797	8577
SOUZA	559	1631	2.8%	1627	20,168
HUM	557	1632	59.0%	24763	944
TERADA	557	1632	85.2%	33020	654
ELLIOTT	556	1634	0.4%	197	132,457
ARCEO	556	1634	18.1%	9716	3068
HORIUCHI	556	1634	81.0%	31817	686
WEAVER	555	1637	0.4%	179	138,811
JACOBS	555	1637	0.5%	233	115,540
ROMAN	555	1637	0.9%	507	59,020
MEDEIROS	555	1637	3.1%	1818	18,121
DELAPAZ	555	1637	11.7%	6611	4729
PHANG	555	1637	80.1%	31563	693
THAMMAVONG	555	1637	93.6%	35797	593
OUM	554	1644	89.9%	34711	616
PULIDO	553	1645	3.9%	2347	14151
MOSES	552	1646	1.5%	858	36,814
LEDESMA	552	1646	3.7%	2211	15,077
TAKAYAMA	552	1646	86.7%	33735	637
GATCHALIAN	552	1646	92.3%	35585	598
BRYANT	551	1650	0.3%	120	183,761
CAM	551	1650	56.3%	24061	978
GRANT	550	1652	0.4%	192	134,034
NAITO	549	1653	87.4%	34150	628
NING	549	1653	87.8%	34308	625
TAK	548	1655	83.9%	33054	653
OWENS	547	1656	0.3%	126	176,334
BARRETT	547	1656	0.6%	288	95,896
TANDON	547	1656	85.3%	33563	641
ONISHI	547	1656	85.9%	33735	637
OKUDA	547	1656	88.2%	34554	620
TSAY	547	1656	92.6%	35916	591
PIERCE	546	1662	0.4%	186	136,517
PERKINS	546	1662	0.4%	212	126,951
LIE	546	1662	66.0%	27439	827
KANDA	546	1662	68.4%	28226	798
DELMUNDO	546	1662	93.2%	36129	586
HATTORI	545	1667	85.8%	33830	635
BUSTOS	544	1668	4.4%	2680	12401
CHOCK	544	1668	55.6%	24061	978
DAN	543	1670	23.5%	12317	2,315
SAIKI	543	1670	75.9%	30753	715
YAMAZAKI	543	1670	92.7%	36129	586
MYUNG	543	1670	96.6%	37319	562
MADRID	542	1674	2.6%	1580	20,834
BABA	542	1674	35.8%	17214	1516
CUNNINGHAM	541	1676	0.4%	198	131,896
IBANEZ	541	1676	9.0%	5328	6018
HALIM	541	1676	52.0%	22949	1041
SAMONTE	541	1676	82.3%	32900	657
KOU	541	1676	90.5%	35585	598
BECK	540	1681	0.6%	295	93,161
LEA	540	1681	5.6%	3414	9,597
KHOO	540	1681	92.2%	36129	586
AGUILA	539	1684	12.5%	7122	4326
HING	539	1684	44.0%	20204	1226
IGE	539	1684	71.4%	29481	755
VINH	539	1684	94.7%	36956	569
TUCKER	538	1688	0.3%	139	162,933
PRADO	538	1688	3.1%	1873	17,586
KEALOHA	538	1688	59.1%	25484	911
GANESH	538	1688	64.6%	27289	833
HEU	538	1688	84.5%	33735	637
PUROHIT	538	1688	92.6%	36381	581
VIDAL	537	1694	3.9%	2395	13,867
LOOK	536	1695	13.3%	7596	4,037
MINAMI	536	1695	82.7%	33248	648
NANDA	536	1695	86.5%	34554	620
TSAN	536	1695	91.0%	35994	589
TOMA	535	1699	16.6%	9279	3,229
FLORENDO	535	1699	70.3%	29296	761
LIWANAG	535	1699	91.0%	36045	588
CHOHAN	534	1702	82.8%	33380	645
ZEE	533	1703	53.8%	23831	990
HANDA	533	1703	67.3%	28375	792
KANNAN	533	1703	74.3%	30682	717
ICHIKAWA	533	1703	85.7%	34459	622
CEN	533	1703	89.6%	35721	595
FOK	533	1703	93.2%	36807	572
BRAVO	532	1709	1.9%	1165	27,576
EUSEBIO	532	1709	38.1%	18329	1395
SAMRA	532	1709	51.1%	22934	1042
BADUA	531	1712	83.8%	33876	634
SUBRAMANIAM	531	1712	92.5%	36716	574
MENDEZ	530	1714	0.5%	242	112,736
SANDOVAL	530	1714	0.6%	287	96,303
NAWAZ	530	1714	75.4%	31202	703
PAPA	529	1717	9.0%	5438	5,884
MARCOS	529	1717	16.2%	9192	3263
BLAS	529	1717	17.7%	9973	2985
MOHIUDDIN	529	1717	80.8%	32984	655
JING	529	1717	93.6%	37145	565
ALBA	528	1722	5.3%	3324	9,872
ALEJO	528	1722	12.9%	7520	4081
TANI	528	1722	61.7%	26738	856
MASOOD	528	1722	69.0%	29181	765
KNIGHT	527	1726	0.4%	199	131,860
MAGAT	527	1726	84.5%	34342	624
CHHIM	527	1726	87.5%	35387	602
ALMAZAN	526	1729	12.2%	7154	4304
BRADLEY	525	1730	0.4%	200	131,289
BISHOP	525	1730	0.5%	238	114,034
TEJADA	525	1730	5.4%	3372	9700
DEO	524	1733	49.2%	22538	1065
QAZI	524	1733	75.0%	31339	699
HAYASHIDA	524	1733	81.9%	33605	640
CHAPMAN	523	1736	0.4%	218	124,614
BURGOS	523	1736	2.6%	1658	19,816
ALBERTO	523	1736	11.9%	7026	4398
CUMMINGS	522	1739	0.7%	372	76,707
HAMEED	522	1739	52.0%	23568	1004
VIEN	522	1739	59.9%	26361	871
SIA	522	1739	73.2%	30831	713
TAKESHITA	522	1739	85.4%	34949	611
YADAV	522	1739	89.5%	36276	583
COLLADO	521	1745	7.6%	4735	6854
GARRIDO	521	1745	9.1%	5589	5699
DUTT	521	1745	37.9%	18520	1375
ASIF	521	1745	79.9%	33090	652
OKIMOTO	521	1745	84.6%	34711	616
VITUG	521	1745	90.8%	36716	574
CORREA	520	1751	1.8%	1109	28,910
AREVALO	520	1751	3.3%	2087	15942
PANJWANI	520	1751	87.7%	35797	593
LOUIS	519	1754	2.8%	1771	18,552
MONTEMAYOR	519	1754	7.8%	4860	6630
SIHARATH	519	1754	89.5%	36421	580
HIPOLITO	518	1757	28.3%	14862	1828
FRANKLIN	517	1758	0.5%	236	114,859
ZIA	517	1758	56.0%	25169	924
ZAPANTA	517	1758	83.7%	34630	618
KITAMURA	516	1761	85.9%	35445	601
BENSON	514	1762	0.6%	332	84,233
BASSI	514	1762	33.9%	17221	1515
STEPHENS	513	1764	0.4%	181	138,742
SOON	513	1764	72.7%	31085	706
HEO	513	1764	95.7%	38771	536
CHAR	511	1767	64.4%	28353	793
CONG	511	1767	78.6%	33169	650
SHEK	511	1767	81.0%	34038	631
UPADHYAY	511	1767	89.2%	36761	573
HUDSON	510	1771	0.4%	202	130,793
LEANO	510	1771	61.7%	27439	827
CHHUN	510	1771	91.4%	37534	558
DUNCAN	509	1774	0.4%	203	130,419
CARIAGA	509	1774	64.8%	28584	785
BAKSH	508	1776	38.7%	19136	1314
ESTACIO	508	1776	58.3%	26332	872
TECSON	508	1776	88.8%	36807	572
FUKUNAGA	507	1779	85.9%	35957	590
JHA	507	1779	92.7%	38079	547
WALSH	506	1781	0.5%	265	103,216
DAYRIT	506	1781	92.0%	37938	550
IYENGAR	506	1781	92.5%	38079	547
GUNAWAN	506	1781	92.8%	38198	545
MONTGOMERY	505	1785	0.5%	246	112,144
MANIVONG	505	1785	89.9%	37319	562
SRIDHAR	505	1785	94.7%	38942	533
SHA	504	1788	73.1%	31704	689
SUI	504	1788	90.2%	37480	559
MADAN	503	1790	54.4%	25169	924
MADAMBA	503	1790	81.7%	34711	616
GANESAN	503	1790	94.4%	38942	533
ESPINO	502	1793	4.6%	3030	10968
ESPEJO	502	1793	27.1%	14731	1849
IZUMI	502	1793	79.4%	33993	632
PHONG	502	1793	90.6%	37728	554
JOU	502	1793	93.3%	38644	538
SOTO	501	1798	0.5%	257	106,631
KAI	501	1798	52.9%	24701	947
FORONDA	500	1800	60.1%	27313	832
PAGADUAN	500	1800	79.2%	34038	631
RILEY	499	1802	0.4%	210	127,960
WHEELER	499	1802	0.4%	223	121,684
DUQUE	499	1802	8.7%	5569	5723
PANGAN	499	1802	81.0%	34711	616
LOVAN	497	1806	38.0%	19187	1309
MATSUSHITA	497	1806	89.2%	37591	557
HAWKINS	496	1808	0.4%	191	134,066
WEBER	496	1808	0.5%	252	107,866
OMORI	496	1808	80.3%	34630	618
BALAKRISHNAN	496	1808	90.7%	38079	547
NAKAI	495	1812	43.9%	21565	1128
PANGELINAN	495	1812	67.2%	30023	737
SI	495	1812	74.9%	32743	661
MANALANG	495	1812	91.2%	38320	543
DEOL	494	1816	80.2%	34711	616
SAKAGUCHI	494	1816	80.5%	34799	614
JIM	493	1818	14.8%	9032	3327
BUMANGLAG	493	1818	79.9%	34673	617
SHISHIDO	493	1818	80.2%	34757	615
MIYATA	493	1818	88.4%	37534	558
LYNCH	492	1822	0.4%	237	114,448
NEWMAN	492	1822	0.5%	273	100,491
BELLO	492	1822	4.1%	2779	11,933
SANJOSE	492	1822	66.5%	29932	740
TAKARA	492	1822	85.6%	36672	575
RAJAGOPALAN	492	1822	96.1%	40265	512
FULLER	491	1828	0.5%	256	106,682
TAYAG	491	1828	90.1%	38198	545
CHIAO	491	1828	94.6%	39824	519
CERVANTES	490	1831	0.8%	520	57,685
TUN	490	1831	64.7%	29421	757
BHUIYAN	490	1831	75.6%	33248	648
REID	489	1834	0.5%	263	104,007
CARRILLO	489	1834	0.7%	443	67,054
NATHAN	489	1834	6.6%	4444	7,369
MARZAN	489	1834	43.7%	21694	1119
KURIHARA	489	1834	86.4%	37094	566
STANLEY	488	1839	0.5%	292	93,817
NISHIOKA	488	1839	84.4%	36531	578
KHATUN	488	1839	87.0%	37374	561
RADHAKRISHNAN	488	1839	96.4%	40690	506
ALEGRE	487	1843	34.0%	17984	1431
KIL	487	1843	80.1%	35106	608
COSTA	486	1845	1.4%	900	35,227
MADRIAGA	486	1845	75.7%	33528	642
ARCILLA	486	1845	88.2%	37881	551
SWAMINATHAN	486	1845	92.9%	39560	523
HIROSE	485	1849	87.9%	37835	552
TENORIO	484	1850	7.7%	5110	6301
SARWAR	484	1850	77.3%	34259	626
OZA	484	1850	89.0%	38263	544
PAYNE	483	1853	0.3%	183	138,028
SALONGA	483	1853	91.0%	39052	531
MORIN	482	1855	1.7%	1136	28,184
JOAQUIN	482	1855	18.6%	11214	2592
KADAKIA	482	1855	94.0%	40203	513
HUO	482	1855	97.4%	41448	495
PROM	481	1859	38.1%	19734	1263
LUE	481	1859	50.6%	24615	951
WALTERS	480	1861	0.5%	262	104,281
YON	480	1861	16.9%	10421	2,833
LAGMAN	480	1861	74.5%	33425	644
RESURRECCION	480	1861	85.9%	37480	559
KAWASHIMA	480	1861	87.6%	38035	548
TROUNG	480	1861	93.0%	40019	516
ANDRADA	479	1867	42.9%	21727	1117
BAKSHI	479	1867	75.7%	33933	633
CARANDANG	479	1867	93.7%	40335	511
DEE	478	1870	7.8%	5222	6,144
GUINTO	478	1870	62.7%	29261	762
TSUKAMOTO	478	1870	89.0%	38706	537
SUON	478	1870	90.0%	39052	531
ACOBA	477	1874	84.3%	37094	566
SACHDEVA	477	1874	88.3%	38524	540
KHIM	477	1874	90.2%	39176	529
WELCH	476	1877	0.4%	259	105,804
VINCENT	476	1877	0.9%	608	50,628
ISHIBASHI	476	1877	84.4%	37200	564
TAKAKI	475	1880	74.9%	33876	634
DHAR	475	1880	90.3%	39378	526
RASTOGI	475	1880	95.4%	41262	498
MONTOYA	474	1883	0.8%	526	57,075
VICTORIA	474	1883	9.7%	6401	4,899
KOMATSU	474	1883	85.4%	37688	555
ARRIOLA	473	1886	7.7%	5224	6140
QUADRI	473	1886	65.7%	30582	720
VENKATARAMAN	473	1886	92.7%	40397	510
GILBERT	472	1889	0.4%	243	112,406
KHOKHAR	472	1889	79.6%	35797	593
OZAWA	472	1889	80.1%	35994	589
PYON	472	1889	94.2%	41060	501
OLIVA	471	1893	3.2%	2241	14,892
AKAMINE	471	1893	82.2%	36761	573
JENNINGS	470	1895	0.5%	321	87,038
DAVIDSON	469	1896	0.5%	269	102,044
MASIH	469	1896	80.4%	36276	583
SAKUMA	469	1896	86.7%	38464	541
SOH	469	1896	90.9%	40019	516
XI	469	1896	94.7%	41448	495
ACUNA	468	1901	3.7%	2650	12537
